,Asiento,Grupo,Sexo,Tarea1,Tarea2,Tarea3,Tarea4,Tarea5,Tarea6,Asistencia,Conducta,Participacion,Proyecto1,Proyecto2,Examen,Autoevaluacion
414,414,Y,F,0,7,6,9,6.200000000000001,5.7,7,4.4,5.960000000000001,5.24,6.3420000000000005,5.754600000000001,5.4244
415,415,Y,F,5,8,9,9,8.6,7.5,9,6.6,8.04,8.12,8.078,7.979399999999999,7.631599999999999
416,416,Y,F,3,6,8,8,7.800000000000001,6.3,8,5.6000000000000005,7.04,6.960000000000001,6.958,6.8954,6.575600000000001
417,417,Y,M,5,5,9,8,8.6,6.6,8,6.0,7.2,7.72,7.0,7.216000000000001,6.904
418,418,Y,M,7,5,9,9,8.6,7.2,7,5.800000000000001,6.5200000000000005,7.720000000000001,6.684,6.881200000000001,6.5768
419,419,Y,M,0,9,7,8,7.000000000000001,6.3,9,5.6,7.639999999999999,6.4,7.677999999999999,7.1434,6.787599999999999
420,420,Y,M,8,6,9,9,8.6,7.799999999999999,7,6.000000000000001,6.6000000000000005,7.92,6.9,7.046,6.744000000000001
421,421,Y,M,9,9,8,8,7.800000000000001,9.0,6,5.6,5.84,7.360000000000001,6.688000000000001,6.534400000000001,6.2416
422,422,Y,F,1,8,8,9,7.800000000000001,6.3,9,5.8,7.719999999999999,6.960000000000001,7.733999999999999,7.3682,6.9948
423,423,Y,F,9,5,7,9,7.000000000000001,7.799999999999999,9,7.3999999999999995,8.36,8.200000000000001,8.032,8.149600000000001,7.9744
424,424,Y,F,8,5,9,9,8.6,7.5,6,5.3999999999999995,5.76,7.5200000000000005,6.182,6.3906,6.0884
425,425,Y,M,2,6,7,9,7.000000000000001,6.0,9,6.0,7.8,6.800000000000001,7.5600000000000005,7.308,7.0120000000000005
426,426,Y,M,1,9,6,8,6.200000000000001,6.6,6,4.0,5.199999999999999,5.040000000000001,6.0,5.312,4.968
427,427,Y,M,8,7,8,9,7.800000000000001,8.1,7,6.000000000000001,6.6000000000000005,7.5600000000000005,7.03,6.977000000000001,6.698
428,428,Y,M,4,8,8,9,7.800000000000001,7.199999999999999,9,6.3999999999999995,7.959999999999999,7.5600000000000005,7.991999999999999,7.7456,7.418399999999999
429,429,Y,F,4,8,9,8,8.6,7.199999999999999,6,4.6,5.4399999999999995,6.720000000000001,6.128,5.9744,5.5816
430,430,Y,F,4,5,8,9,7.800000000000001,6.300000000000001,9,6.3999999999999995,7.959999999999999,7.5600000000000005,7.601999999999999,7.6286000000000005,7.340399999999999
431,431,Y,M,4,5,8,8,7.800000000000001,6.300000000000001,7,5.2,6.28,6.760000000000002,6.3260000000000005,6.365800000000001,6.0612
432,432,Y,F,5,7,6,9,6.200000000000001,7.2,8,6.0,7.2,6.640000000000001,7.36,7.0,6.760000000000001
433,433,Y,F,0,7,8,8,7.800000000000001,5.7,5,3.2,4.28,5.16,5.066000000000001,4.707800000000001,4.2892
434,434,Y,F,9,7,8,8,7.800000000000001,8.4,7,6.2,6.680000000000001,7.760000000000002,7.016,7.072800000000001,6.8192
435,435,Y,M,7,9,8,8,7.800000000000001,8.4,5,4.6000000000000005,4.84,6.5600000000000005,5.928,5.6664,5.3296
436,436,Y,M,2,7,8,9,7.800000000000001,6.300000000000001,6,4.199999999999999,5.279999999999999,5.960000000000001,5.926,5.6058,5.2212
437,437,Y,M,9,7,7,9,7.000000000000001,8.4,7,6.2,6.680000000000001,7.4,7.1160000000000005,6.9948000000000015,6.767200000000001
438,438,Y,M,1,7,8,9,7.800000000000001,6.0,6,4.0,5.199999999999999,5.760000000000001,5.84,5.48,5.08
439,439,Y,F,6,6,9,8,8.6,7.199999999999999,6,5.0,5.6,7.12,6.039999999999999,6.148,5.812
440,440,Y,M,8,8,8,8,7.800000000000001,8.4,9,7.2,8.28,8.360000000000001,8.236,8.218800000000002,7.9632000000000005
441,441,Y,F,1,5,7,9,7.000000000000001,5.4,5,3.4000000000000004,4.36,5.0,4.992,4.6776,4.3264000000000005
442,442,Y,F,5,7,9,9,8.6,7.2,5,4.2,4.68,6.52,5.596,5.4748,5.0872
443,443,Y,F,4,5,9,8,8.6,6.300000000000001,6,4.6,5.4399999999999995,6.720000000000001,5.7379999999999995,5.8574,5.5036
444,444,Y,F,2,7,6,9,6.200000000000001,6.300000000000001,9,6.0,7.8,6.44,7.69,7.239,6.966
445,445,Y,M,7,6,8,8,7.800000000000001,7.5,6,5.2,5.68,6.960000000000001,6.1259999999999994,6.1658,5.881200000000001
446,446,Y,M,3,7,8,9,7.800000000000001,6.6,8,5.6000000000000005,7.04,6.960000000000001,7.188000000000001,6.964400000000001,6.621600000000001
447,447,Y,M,3,9,7,9,7.000000000000001,7.199999999999999,8,5.6000000000000005,7.04,6.6000000000000005,7.448,6.9344,6.6016
448,448,Y,F,8,6,8,9,7.800000000000001,7.799999999999999,6,5.3999999999999995,5.76,7.160000000000001,6.311999999999999,6.3216,6.042400000000001
449,449,Y,F,5,9,9,9,8.6,7.799999999999999,5,4.2,4.68,6.52,5.856,5.5527999999999995,5.1392
450,450,Y,F,2,7,6,9,6.200000000000001,6.300000000000001,5,3.6,4.44,4.84,5.338000000000001,4.7734000000000005,4.4476
451,451,Y,F,5,9,9,9,8.6,7.799999999999999,6,4.8,5.52,6.92,6.443999999999999,6.1692,5.768800000000001
452,452,Y,M,7,5,6,9,6.200000000000001,7.2,6,5.2,5.68,6.240000000000001,6.096,5.9408,5.7312
453,453,Y,M,2,6,8,9,7.800000000000001,6.0,9,6.0,7.8,7.16,7.5600000000000005,7.416,7.0840000000000005
454,454,Y,F,5,9,6,8,6.200000000000001,7.799999999999999,7,5.4,6.36,6.24,6.932,6.4316,6.1624
455,455,Y,F,4,8,7,8,7.000000000000001,7.199999999999999,8,5.8,7.119999999999999,6.800000000000001,7.303999999999999,6.991199999999999,6.6968
456,456,Y,M,6,6,9,9,8.6,7.199999999999999,6,5.0,5.6,7.12,6.139999999999999,6.178,5.832
457,457,Y,F,8,5,9,8,8.6,7.5,5,4.8,4.92,7.12,5.494,5.7442,5.4388
458,458,Y,M,1,9,6,9,6.200000000000001,6.6,7,4.6000000000000005,6.040000000000001,5.440000000000001,6.688000000000001,5.958400000000001,5.6176
459,459,Y,F,3,8,9,8,8.6,6.9,8,5.6000000000000005,7.04,7.32,7.218,7.0814,6.6996
460,460,Y,M,6,7,7,8,7.000000000000001,7.5,7,5.6000000000000005,6.44,6.800000000000001,6.758,6.587400000000001,6.323600000000001
461,461,Y,M,3,9,6,8,6.200000000000001,7.199999999999999,6,4.3999999999999995,5.359999999999999,5.440000000000001,6.171999999999999,5.5636,5.2504
462,462,Y,M,0,7,7,9,7.000000000000001,5.7,8,5.0,6.8,6.000000000000001,6.93,6.478999999999999,6.126
463,463,Y,F,4,5,9,8,8.6,6.300000000000001,6,4.6,5.4399999999999995,6.720000000000001,5.7379999999999995,5.8574,5.5036
464,464,Y,M,4,7,6,9,6.200000000000001,6.9,6,4.6,5.4399999999999995,5.640000000000001,6.097999999999999,5.6414,5.3595999999999995
465,465,Y,M,1,8,8,8,7.800000000000001,6.3,8,5.2,6.88,6.5600000000000005,7.045999999999999,6.7218,6.3452
466,466,Y,M,5,8,9,9,8.6,7.5,9,6.6,8.04,8.12,8.078,7.979399999999999,7.631599999999999
467,467,Y,M,5,8,7,8,7.000000000000001,7.5,7,5.4,6.36,6.600000000000001,6.802,6.5006,6.208400000000001
468,468,Y,F,8,8,6,8,6.200000000000001,8.4,6,5.3999999999999995,5.76,6.440000000000001,6.472,6.153600000000001,5.930400000000001
469,469,Y,F,3,7,8,9,7.800000000000001,6.6,8,5.6000000000000005,7.04,6.960000000000001,7.188000000000001,6.964400000000001,6.621600000000001
470,470,Y,F,9,5,9,9,8.6,7.799999999999999,7,6.2,6.680000000000001,8.120000000000001,6.856,7.132800000000001,6.8592
471,471,Y,F,1,7,6,8,6.200000000000001,6.0,5,3.4000000000000004,4.36,4.640000000000001,5.152,4.6176,4.2864
472,472,Y,F,1,5,8,9,7.800000000000001,5.4,9,5.8,7.719999999999999,6.960000000000001,7.343999999999999,7.2512,6.916799999999999
473,473,Y,M,5,8,7,8,7.000000000000001,7.5,5,4.2,4.68,5.800000000000001,5.6259999999999994,5.2678,4.949199999999999
474,474,Y,M,0,7,7,9,7.000000000000001,5.7,5,3.2,4.28,4.800000000000001,5.166,4.6298,4.2372
475,475,Y,M,4,7,9,8,8.6,6.9,9,6.3999999999999995,7.959999999999999,7.92,7.761999999999999,7.784599999999999,7.444399999999999
476,476,Y,F,2,5,6,9,6.200000000000001,5.7,8,5.4,6.96,6.040000000000001,6.842,6.544600000000001,6.284400000000001
477,477,Y,F,1,7,7,9,7.000000000000001,6.0,8,5.2,6.88,6.200000000000001,7.016,6.604800000000001,6.267200000000001
478,478,Y,F,7,8,8,8,7.800000000000001,8.1,7,5.800000000000001,6.5200000000000005,7.360000000000001,6.974,6.860200000000001,6.562800000000001
479,479,Y,M,2,9,9,9,8.6,6.9,7,4.800000000000001,6.120000000000001,6.720000000000001,6.774000000000001,6.4082,5.974800000000001
480,480,Y,F,6,5,7,9,7.000000000000001,6.9,6,5.0,5.6,6.400000000000001,6.01,5.923000000000001,5.662
481,481,Y,M,2,8,9,8,8.6,6.6,5,3.6,4.44,5.92,5.368,5.1064,4.6696
482,482,Y,F,0,5,7,8,7.000000000000001,5.1,9,5.6,7.639999999999999,6.4,7.1579999999999995,6.987399999999999,6.6836
483,483,Y,M,4,9,7,9,7.000000000000001,7.5,7,5.2,6.28,6.4,6.946,6.4438,6.1132
484,484,Y,F,0,9,7,8,7.000000000000001,6.3,8,5.0,6.8,6.000000000000001,7.09,6.526999999999999,6.158
485,485,Y,M,9,6,6,9,6.200000000000001,8.1,6,5.6,5.84,6.640000000000001,6.398,6.2314,6.0396
486,486,Y,M,7,7,9,8,8.6,7.800000000000001,9,7.0,8.2,8.52,8.02,8.162,7.867999999999999
487,487,Y,M,0,5,7,9,7.000000000000001,5.1,6,3.8,5.119999999999999,5.200000000000001,5.493999999999999,5.1682,4.8148
488,488,Y,M,1,9,6,8,6.200000000000001,6.6,9,5.8,7.719999999999999,6.24,7.763999999999999,7.1612,6.8568
489,489,Y,F,2,5,6,9,6.200000000000001,5.7,5,3.6,4.44,4.84,5.078,4.6954,4.3956
490,490,Y,M,4,9,9,8,8.6,7.5,7,5.2,6.28,7.120000000000001,6.846,6.6298,6.2372000000000005
491,491,Y,M,2,7,7,9,7.000000000000001,6.300000000000001,5,3.6,4.44,5.200000000000001,5.338000000000001,4.881400000000001,4.5196000000000005
492,492,Y,M,4,7,8,9,7.800000000000001,6.9,5,4.0,4.6,5.960000000000001,5.51,5.241,4.8740000000000006
493,493,Y,M,2,8,8,8,7.800000000000001,6.6,9,6.0,7.8,7.16,7.720000000000001,7.464,7.1160000000000005
494,494,Y,F,1,9,7,8,7.000000000000001,6.6,9,5.8,7.719999999999999,6.6000000000000005,7.763999999999999,7.2692,6.928799999999999
495,495,Y,F,7,9,6,9,6.200000000000001,8.4,6,5.2,5.68,6.240000000000001,6.616,6.096800000000001,5.8352
496,496,Y,M,5,6,7,9,7.000000000000001,6.9,7,5.4,6.36,6.600000000000001,6.6419999999999995,6.4526,6.176400000000001
497,497,Y,M,4,8,6,9,6.200000000000001,7.199999999999999,9,6.3999999999999995,7.959999999999999,6.84,7.991999999999999,7.5296,7.274399999999999
498,498,Y,M,8,7,8,8,7.800000000000001,8.1,7,6.000000000000001,6.6000000000000005,7.5600000000000005,6.93,6.947,6.678000000000001
499,499,Y,F,1,9,7,8,7.000000000000001,6.6,8,5.2,6.88,6.200000000000001,7.176,6.652800000000001,6.299200000000001
0,0,Z,M,2,5,6,8,5.200000000000001,4.5,7,4.800000000000001,6.120000000000001,5.440000000000001,6.034000000000001,5.802200000000001,5.570800000000001
1,1,Z,M,9,7,8,8,6.800000000000001,7.2,6,5.6,5.84,7.160000000000001,6.308,6.3604,6.1256
2,2,Z,F,0,5,9,8,7.6000000000000005,3.9000000000000004,7,4.4,5.960000000000001,6.120000000000001,5.862000000000001,5.874600000000001,5.504400000000001
3,3,Z,F,7,9,7,9,6.000000000000001,7.2,6,5.2,5.68,6.4,6.4959999999999996,6.1088,5.8432
4,4,Z,M,8,6,8,9,6.800000000000001,6.6,6,5.3999999999999995,5.76,6.960000000000001,6.192,6.2256,5.978400000000001
5,5,Z,M,8,8,6,9,5.200000000000001,7.2,5,4.8,4.92,5.840000000000001,5.864000000000001,5.4712000000000005,5.2568
6,6,Z,F,5,7,6,8,5.200000000000001,6.0,7,5.4,6.36,6.040000000000001,6.552,6.2576,6.0464
7,7,Z,F,0,5,6,9,5.200000000000001,3.9000000000000004,6,3.8,5.119999999999999,4.640000000000001,5.373999999999999,4.9642,4.6788
8,8,Z,F,6,7,8,9,6.800000000000001,6.300000000000001,6,5.0,5.6,6.5600000000000005,6.15,6.013,5.722
9,9,Z,F,2,6,6,9,5.200000000000001,4.800000000000001,9,6.0,7.8,6.24,7.4399999999999995,7.103999999999999,6.8759999999999994
10,10,Z,F,4,9,7,9,6.000000000000001,6.3,6,4.6,5.4399999999999995,5.800000000000001,6.2379999999999995,5.7314,5.4196
11,11,Z,F,3,8,8,9,6.800000000000001,5.7,9,6.2,7.88,7.16,7.7860000000000005,7.5238000000000005,7.2132000000000005
12,12,Z,M,6,9,8,9,6.800000000000001,6.9,6,5.0,5.6,6.5600000000000005,6.41,6.091,5.774
13,13,Z,M,7,7,8,8,6.800000000000001,6.6000000000000005,6,5.2,5.68,6.760000000000001,6.135999999999999,6.1088,5.8432
14,14,Z,M,8,7,8,9,6.800000000000001,6.9,6,5.3999999999999995,5.76,6.960000000000001,6.322,6.2646,6.0044
15,15,Z,M,0,5,9,9,7.6000000000000005,3.9000000000000004,9,5.6,7.639999999999999,6.92,7.137999999999999,7.1373999999999995,6.7836
16,16,Z,M,3,9,6,9,5.200000000000001,6.0,9,6.2,7.88,6.440000000000001,7.916,7.346800000000001,7.0952
17,17,Z,F,7,9,7,9,6.000000000000001,7.2,7,5.800000000000001,6.5200000000000005,6.800000000000001,7.084,6.725200000000001,6.472800000000001
18,18,Z,F,0,9,6,8,5.200000000000001,5.1,5,3.2,4.28,4.24,5.2059999999999995,4.473800000000001,4.1331999999999995
19,19,Z,F,8,5,7,8,6.000000000000001,6.300000000000001,9,7.2,8.28,7.800000000000001,7.725999999999999,7.8978,7.7492
20,20,Z,F,1,6,8,9,6.800000000000001,4.5,5,3.4000000000000004,4.36,5.16,5.002,4.7286,4.3604
21,21,Z,M,2,7,8,9,6.800000000000001,5.1000000000000005,8,5.4,6.96,6.5600000000000005,6.982,6.7425999999999995,6.4164
22,22,Z,F,3,8,6,8,5.200000000000001,5.7,5,3.8000000000000003,4.5200000000000005,4.840000000000001,5.334,4.812200000000001,4.5308
23,23,Z,M,4,8,9,9,7.6000000000000005,6.0,7,5.2,6.28,6.92,6.696,6.5248,6.1672
24,24,Z,F,9,9,6,8,5.200000000000001,7.8,8,6.8,7.52,7.24,7.744,7.455200000000001,7.2928
25,25,Z,F,1,5,7,8,6.000000000000001,4.2,6,4.0,5.199999999999999,5.200000000000001,5.359999999999999,5.168,4.872
26,26,Z,M,7,7,7,8,6.000000000000001,6.6000000000000005,9,7.0,8.2,7.6,7.8999999999999995,7.85,7.66
27,27,Z,F,2,9,9,9,7.6000000000000005,5.7,9,6.0,7.8,7.32,7.83,7.545,7.17
28,28,Z,F,0,5,6,8,5.200000000000001,3.9000000000000004,6,3.8,5.119999999999999,4.640000000000001,5.273999999999999,4.9342,4.6588
29,29,Z,M,4,5,8,8,6.800000000000001,5.1000000000000005,6,4.6,5.4399999999999995,6.160000000000001,5.617999999999999,5.6534,5.3675999999999995
30,30,Z,F,7,7,7,8,6.000000000000001,6.6000000000000005,6,5.2,5.68,6.4,6.135999999999999,6.0008,5.7712
31,31,Z,M,1,8,9,8,7.6000000000000005,5.1,7,4.6000000000000005,6.040000000000001,6.32,6.338000000000001,6.117400000000001,5.723600000000001
32,32,Z,F,0,6,8,8,6.800000000000001,4.2,5,3.2,4.28,4.960000000000001,4.816000000000001,4.572800000000001,4.1992
33,33,Z,F,9,5,9,8,7.6000000000000005,6.6,6,5.6,5.84,7.5200000000000005,6.048,6.3904000000000005,6.1456
34,34,Z,F,9,6,9,9,7.6000000000000005,6.9,9,7.3999999999999995,8.36,8.72,8.042,8.3086,8.0804
35,35,Z,F,5,6,8,8,6.800000000000001,5.7,7,5.4,6.36,6.760000000000001,6.422000000000001,6.4346000000000005,6.1644000000000005
36,36,Z,M,2,5,9,8,7.6000000000000005,4.5,5,3.6,4.44,5.720000000000001,4.8580000000000005,4.8934,4.5276000000000005
37,37,Z,M,4,6,9,9,7.6000000000000005,5.4,6,4.6,5.4399999999999995,6.5200000000000005,5.847999999999999,5.8304,5.4856
38,38,Z,M,7,7,8,8,6.800000000000001,6.6000000000000005,8,6.4,7.36,7.5600000000000005,7.312,7.3416000000000015,7.102400000000001
39,39,Z,F,6,5,8,8,6.800000000000001,5.7,8,6.2,7.28,7.36,6.966,7.1378,6.909200000000001
40,40,Z,F,1,6,8,8,6.800000000000001,4.5,9,5.8,7.719999999999999,6.76,7.254,7.1642,6.8588
41,41,Z,M,0,8,7,9,6.000000000000001,4.800000000000001,7,4.4,5.960000000000001,5.4,6.352,5.8056,5.458400000000001
42,42,Z,M,0,9,7,9,6.000000000000001,5.1,6,3.8,5.119999999999999,5.000000000000001,5.893999999999999,5.2282,4.8548
43,43,Z,M,3,6,9,9,7.6000000000000005,5.1,5,3.8000000000000003,4.5200000000000005,5.920000000000001,5.1739999999999995,5.0882,4.7148
44,44,Z,F,5,8,7,9,6.000000000000001,6.300000000000001,6,4.8,5.52,6.000000000000001,6.193999999999999,5.8182,5.534800000000001
45,45,Z,M,9,7,8,8,6.800000000000001,7.2,7,6.2,6.680000000000001,7.5600000000000005,6.896000000000001,6.976800000000001,6.7552
46,46,Z,F,3,9,7,9,6.000000000000001,6.0,7,5.000000000000001,6.200000000000001,6.0,6.740000000000001,6.222,5.908000000000001
47,47,Z,F,6,9,6,9,5.200000000000001,6.9,6,5.0,5.6,5.840000000000001,6.41,5.875000000000001,5.63
48,48,Z,M,0,9,6,8,5.200000000000001,5.1,8,5.0,6.8,5.44,6.97,6.323,6.022
49,49,Z,F,3,5,7,9,6.000000000000001,4.800000000000001,8,5.6000000000000005,7.04,6.4,6.808,6.6823999999999995,6.433600000000001
50,50,Z,M,2,5,7,8,6.000000000000001,4.5,7,4.800000000000001,6.120000000000001,5.800000000000001,6.034000000000001,5.910200000000001,5.642800000000001
51,51,Z,F,3,7,6,9,5.200000000000001,5.4,7,5.000000000000001,6.200000000000001,5.640000000000001,6.48,6.0360000000000005,5.784000000000001
52,52,Z,M,8,5,6,9,5.200000000000001,6.300000000000001,7,6.000000000000001,6.6000000000000005,6.640000000000001,6.65,6.587000000000001,6.438000000000001
53,53,Z,M,7,7,6,8,5.200000000000001,6.6000000000000005,6,5.2,5.68,6.040000000000001,6.135999999999999,5.8928,5.6992
54,54,Z,M,1,6,8,9,6.800000000000001,4.5,5,3.4000000000000004,4.36,5.16,5.002,4.7286,4.3604
55,55,Z,F,7,9,6,8,5.200000000000001,7.2,6,5.2,5.68,6.040000000000001,6.396,5.9708000000000006,5.751200000000001
56,56,Z,M,6,7,7,9,6.000000000000001,6.300000000000001,7,5.6000000000000005,6.44,6.600000000000001,6.738,6.521400000000001,6.2796
57,57,Z,M,8,5,9,8,7.6000000000000005,6.300000000000001,9,7.2,8.28,8.520000000000001,7.725999999999999,8.113800000000001,7.8932
58,58,Z,M,1,9,8,8,6.800000000000001,5.4,6,4.0,5.199999999999999,5.5600000000000005,5.879999999999999,5.4319999999999995,5.048
59,59,Z,F,9,5,8,8,6.800000000000001,6.6,9,7.3999999999999995,8.36,8.360000000000001,7.811999999999999,8.1316,7.962400000000001
60,60,Z,F,4,5,6,9,5.200000000000001,5.1000000000000005,5,4.0,4.6,5.04,5.13,4.851,4.614
61,61,Z,M,5,5,9,8,7.6000000000000005,5.4,7,5.4,6.36,7.120000000000001,6.292,6.5036000000000005,6.2104
62,62,Z,F,8,9,7,9,6.000000000000001,7.5,5,4.8,4.92,6.2,5.994,5.6182,5.354800000000001
63,63,Z,M,7,8,9,8,7.6000000000000005,6.9,7,5.800000000000001,6.5200000000000005,7.520000000000001,6.854,6.872200000000001,6.570800000000001
64,64,Z,F,5,9,9,8,7.6000000000000005,6.6,7,5.4,6.36,7.120000000000001,6.812,6.659600000000001,6.3144
65,65,Z,M,2,5,8,9,6.800000000000001,4.5,5,3.6,4.44,5.36,4.958,4.8154,4.4756
66,66,Z,M,7,8,6,9,5.200000000000001,6.9,5,4.6000000000000005,4.84,5.640000000000001,5.7780000000000005,5.345400000000001,5.115600000000001
67,67,Z,F,9,5,9,8,7.6000000000000005,6.6,9,7.3999999999999995,8.36,8.72,7.811999999999999,8.239600000000001,8.0344
68,68,Z,M,1,5,9,8,7.6000000000000005,4.2,5,3.4000000000000004,4.36,5.5200000000000005,4.772,4.7676,4.3864
69,69,Z,M,7,7,6,9,5.200000000000001,6.6000000000000005,6,5.2,5.68,6.040000000000001,6.236,5.9228000000000005,5.719200000000001
70,70,Z,M,8,6,8,9,6.800000000000001,6.6,5,4.8,4.92,6.5600000000000005,5.604,5.6091999999999995,5.3488
71,71,Z,F,1,9,8,9,6.800000000000001,5.4,7,4.6000000000000005,6.040000000000001,5.960000000000001,6.5680000000000005,6.078400000000001,5.6976
72,72,Z,F,7,9,8,8,6.800000000000001,7.2,7,5.800000000000001,6.5200000000000005,7.16,6.984,6.8032,6.5248
73,73,Z,M,9,8,7,9,6.000000000000001,7.5,9,7.3999999999999995,8.36,8.0,8.302,8.1706,7.9883999999999995
74,74,Z,M,4,6,8,9,6.800000000000001,5.4,6,4.6,5.4399999999999995,6.160000000000001,5.847999999999999,5.7224,5.4136
75,75,Z,F,9,5,9,9,7.6000000000000005,6.6,7,6.2,6.680000000000001,7.92,6.736000000000001,7.0368,6.7952
76,76,Z,M,6,8,9,9,7.6000000000000005,6.6,5,4.4,4.76,6.5200000000000005,5.692,5.5436,5.1904
77,77,Z,F,9,7,9,8,7.6000000000000005,7.2,6,5.6,5.84,7.5200000000000005,6.308,6.468400000000001,6.1975999999999996
78,78,Z,M,1,5,6,8,5.200000000000001,4.2,9,5.8,7.719999999999999,6.040000000000001,7.123999999999999,6.909199999999999,6.688799999999999
79,79,Z,M,1,8,7,9,6.000000000000001,5.1,9,5.8,7.719999999999999,6.4,7.613999999999999,7.1642,6.8588
80,80,Z,M,9,7,6,8,5.200000000000001,7.2,8,6.8,7.52,7.24,7.484,7.3772,7.2408
81,81,Z,F,3,6,9,8,7.6000000000000005,5.1,6,4.3999999999999995,5.359999999999999,6.320000000000001,5.661999999999999,5.6746,5.3244
82,82,Z,F,3,8,7,8,6.000000000000001,5.7,9,6.2,7.88,6.800000000000001,7.686,7.385800000000001,7.121200000000001
83,83,Z,F,4,5,9,9,7.6000000000000005,5.1000000000000005,9,6.3999999999999995,7.959999999999999,7.720000000000001,7.481999999999999,7.6406,7.3484
84,84,Z,F,4,6,9,9,7.6000000000000005,5.4,7,5.2,6.28,6.92,6.436,6.4468000000000005,6.115200000000001
85,85,Z,M,3,9,7,8,6.000000000000001,6.0,8,5.6000000000000005,7.04,6.4,7.228,6.808400000000001,6.517600000000001
86,86,Z,M,4,8,7,9,6.000000000000001,6.0,8,5.8,7.119999999999999,6.6000000000000005,7.283999999999999,6.9252,6.652799999999999
87,87,Z,M,4,7,6,9,5.200000000000001,5.7,8,5.8,7.119999999999999,6.24,7.153999999999999,6.7782,6.554799999999999
88,88,Z,F,6,5,7,9,6.000000000000001,5.7,9,6.8,8.12,7.4,7.653999999999999,7.6762,7.4868
89,89,Z,F,1,8,7,9,6.000000000000001,5.1,5,3.4000000000000004,4.36,4.800000000000001,5.2620000000000005,4.698600000000001,4.340400000000001
90,90,Z,M,7,9,8,8,6.800000000000001,7.2,9,7.0,8.2,7.960000000000001,8.16,8.036000000000001,7.784000000000001
91,91,Z,F,9,9,9,8,7.6000000000000005,7.8,8,6.8,7.52,8.32,7.744,7.779200000000001,7.508799999999999
92,92,Z,M,1,6,7,8,6.000000000000001,4.5,8,5.2,6.88,6.0,6.666,6.4398,6.1572
93,93,Z,F,0,9,8,8,6.800000000000001,5.1,8,5.0,6.8,6.16,6.97,6.539,6.166
94,94,Z,M,6,9,7,9,6.000000000000001,6.9,5,4.4,4.76,5.800000000000001,5.822,5.3666,5.0724
95,95,Z,F,8,7,7,8,6.000000000000001,6.9,8,6.6000000000000005,7.44,7.4,7.398,7.359400000000001,7.1716
96,96,Z,M,2,7,8,9,6.800000000000001,5.1000000000000005,9,6.0,7.8,6.960000000000001,7.57,7.359,7.046
97,97,Z,M,8,5,6,8,5.200000000000001,6.300000000000001,7,6.000000000000001,6.6000000000000005,6.640000000000001,6.550000000000001,6.557,6.418000000000001
98,98,Z,M,5,8,7,9,6.000000000000001,6.300000000000001,9,6.6,8.04,7.200000000000001,7.957999999999999,7.6674,7.4235999999999995
99,99,Z,F,4,7,8,8,6.800000000000001,5.7,9,6.3999999999999995,7.959999999999999,7.360000000000001,7.6419999999999995,7.5806000000000004,7.308399999999999
100,100,Z,F,1,8,6,8,5.200000000000001,5.1,7,4.6000000000000005,6.040000000000001,5.24,6.338000000000001,5.793400000000001,5.5076
101,101,Z,F,6,5,7,8,6.000000000000001,5.7,5,4.4,4.76,5.800000000000001,5.202,5.1806,4.9484
102,102,Z,M,6,6,7,8,6.000000000000001,6.0,7,5.6000000000000005,6.44,6.600000000000001,6.508,6.452400000000001,6.233600000000001
103,103,Z,M,5,8,7,8,6.000000000000001,6.300000000000001,7,5.4,6.36,6.4,6.682,6.4046,6.1444
104,104,Z,F,7,6,8,9,6.800000000000001,6.300000000000001,8,6.4,7.36,7.5600000000000005,7.282,7.332600000000001,7.096400000000001
105,105,Z,F,7,7,7,9,6.000000000000001,6.6000000000000005,7,5.800000000000001,6.5200000000000005,6.800000000000001,6.824,6.6472,6.420800000000001
106,106,Z,F,9,9,8,9,6.800000000000001,7.8,7,6.2,6.680000000000001,7.5600000000000005,7.256,7.084800000000001,6.8272
107,107,Z,M,5,7,6,9,5.200000000000001,6.0,7,5.4,6.36,6.040000000000001,6.652,6.287600000000001,6.066400000000001
108,108,Z,M,9,5,9,8,7.6000000000000005,6.6,5,5.0,5.0,7.12,5.46,5.774,5.516
109,109,Z,F,0,6,9,8,7.6000000000000005,4.2,7,4.4,5.960000000000001,6.120000000000001,5.992000000000001,5.913600000000001,5.530400000000001
110,110,Z,F,2,7,7,8,6.000000000000001,5.1000000000000005,6,4.199999999999999,5.279999999999999,5.4,5.7059999999999995,5.3717999999999995,5.065199999999999
111,111,Z,F,2,7,9,9,7.6000000000000005,5.1000000000000005,5,3.6,4.44,5.720000000000001,5.218,5.0014,4.599600000000001
112,112,Z,M,2,9,7,9,6.000000000000001,5.7,5,3.6,4.44,5.0,5.478,4.8634,4.5076
113,113,Z,M,3,7,6,9,5.200000000000001,5.4,8,5.6000000000000005,7.04,6.040000000000001,7.068,6.6524,6.4136
114,114,Z,F,8,5,8,9,6.800000000000001,6.300000000000001,6,5.3999999999999995,5.76,6.960000000000001,6.062,6.1866,5.952400000000001
115,115,Z,F,7,6,9,9,7.6000000000000005,6.300000000000001,5,4.6000000000000005,4.84,6.720000000000001,5.518,5.5914,5.2796
116,116,Z,F,5,8,8,9,6.800000000000001,6.300000000000001,7,5.4,6.36,6.760000000000001,6.782,6.5426,6.236400000000001
117,117,Z,F,9,7,6,8,5.200000000000001,7.2,7,6.2,6.680000000000001,6.84,6.896000000000001,6.760800000000001,6.6112
